bar_opening	handled	conversation:opinion	no	Sable lets their shoulders drop. ‘Good. If it doesn't sound threatening, I can send it as it is. I only want t
bar_opening	handled	conversation:opinion	yes	Sable: ‘Very threatening, then. I'll soften the supplier letter before it starts demanding a ransom.’
bar_opening	handled	conversation:opinion	no it doesn't sound threatening	Sable lets their shoulders drop. ‘Good. If it doesn't sound threatening, I can send it as it is. I only want t
bar_opening	rejected	language-verb:a (handler detail not recorded)	a little	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:sounds (handler detail not recorded)	sounds fine to me	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	clarified	conversation:opinion-clarify	it sounds fine	What do you mean about supplier?
bar_opening	rejected	language-verb:not (handler detail not recorded)	not really	No action taken. Say what you want to do when you've decided.
bar_opening	deferred	conversation:hesitation	maybe	Sable tilts the page towards the light. ‘Hard to tell without hearing it in their voice, isn't it? I'll sleep 
bar_opening	clarified	conversation:opinion-clarify	I think it's fine	What do you mean about supplier?
bar_opening	rejected	language-verb:it's (handler detail not recorded)	it's a bit much	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	clarified	action:unknown-object	examine pencil	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	clarified	action:unknown-object	look at the pencil	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	rejected	language-verb:tell (handler detail not recorded)	tell me about the pencil	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	clarified	action:unknown-object	x counter	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	handled	object:examine	look at the counter	A worn wooden serving counter. You can set a held object on it.
bar_opening	clarified	action:unknown-object	look at the glasses	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	clarified	action:unknown-object	look at the shelves	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	clarified	action:unknown-object	look at the speakers	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	rejected	language-verb:search (handler detail not recorded)	look behind the curtain	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	clarified	action:unknown-object	examine curtain	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	rejected	language-verb:go (handler detail not recorded)	go through the curtain	You can go to the bar, shop, booth or home.
bar_opening	rejected	language-verb:search (handler detail not recorded)	look under the counter	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	clarified	action:unknown-object	look at the lids	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	clarified	action:unknown-object	examine the box	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	clarified	action:unknown-object	look at the box of lids	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	clarified	action:unknown-object	look at sable	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	clarified	action:unknown-object	examine sable	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	clarified	action:unknown-object	x sable	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	clarified	action:unknown-object	look at the bass line	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	handled	conversation:plans-response	listen	Sable smiles. ‘I'll take that under advisement. Possibly with chips.’
bar_opening	clarified	conversation:opinion-clarify	listen to the music	What do you mean about music?
bar_opening	rejected	language-verb:smell (handler detail not recorded)	smell	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:smell (handler detail not recorded)	smell the coffee	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:touch (handler detail not recorded)	touch the counter	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:sit (handler detail not recorded)	sit down	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:sit (handler detail not recorded)	sit at the counter	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:stand (handler detail not recorded)	stand up	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	object:examine	read menu	The menu: tea, coffee and water. Minor Administrative Disappointment is citrus cordial and soda, alcohol-free 
bar_opening	handled	object:examine	read the menu	The menu: tea, coffee and water. Minor Administrative Disappointment is citrus cordial and soda, alcohol-free 
bar_opening	handled	inspect:menu	x menu	The menu: tea, coffee and water. Minor Administrative Disappointment is citrus cordial and soda, alcohol-free 
bar_opening	rejected	language-verb:inventory (handler detail not recorded)	i	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	language-verb:inventory (handler detail not recorded)	inventory	satchel (open) | Contents of closed bags are carried but must be opened before inspection or showing.
bar_opening	handled	language-verb:wait (handler detail not recorded)	wait	You wait 10 minutes.
bar_opening	rejected	language-verb:wait (handler detail not recorded)	z	Wait between one minute and one day, or rest until tomorrow at home.
bar_opening	rejected	language-verb:gin (handler detail not recorded)	gin	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:ask (handler detail not recorded)	ask for gin	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:a (handler detail not recorded)	a gin please	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:the (handler detail not recorded)	the special with gin	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	conversation:order-drink	order the special	Sable sets a glass of alcohol-free special within reach. ‘Minor Administrative Disappointment: citrus cordial 
bar_opening	handled	conversation:order-drink	order coffee	Sable sets a cup of coffee within reach. ‘Coffee. Smells more awake than either of us.’
bar_opening	handled	conversation:order-drink	tea please	Sable sets a cup of tea within reach. ‘Tea. I'll give it a minute before asking it anything difficult.’
bar_opening	handled	conversation:order-drink	can I get a tea	Sable sets a cup of tea within reach. ‘Tea. I'll give it a minute before asking it anything difficult.’
bar_opening	handled	conversation:order-drink	can I have a coffee please	Sable sets a cup of coffee within reach. ‘Coffee. Smells more awake than either of us.’
bar_opening	handled	conversation:order-drink	another coffee	Sable sets a cup of coffee within reach. ‘Coffee. Smells more awake than either of us.’
bar_opening	rejected	language-verb:same (handler detail not recorded)	same again	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	conversation:order-drink	I'll have a water	Sable sets a glass of water within reach. ‘Water. No garnish trying to escape into your nose.’
bar_opening	clarified	action:unknown-object	give me water	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	rejected	language-verb:one (handler detail not recorded)	one coffee	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	conversation:order-drink	coffee please	Sable sets a cup of coffee within reach. ‘Coffee. Smells more awake than either of us.’
bar_opening	rejected	language-verb:a (handler detail not recorded)	a cup of tea	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:what (handler detail not recorded)	what do you have	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:what's (handler detail not recorded)	what's good	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:what (handler detail not recorded)	what do you recommend	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	conversation:menu	can I see the menu	The menu: tea, coffee and water. Minor Administrative Disappointment is citrus cordial and soda, alcohol-free 
bar_opening	handled	conversation:menu	menu	The menu: tea, coffee and water. Minor Administrative Disappointment is citrus cordial and soda, alcohol-free 
bar_opening	handled	conversation:plans	hi	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_opening	handled	conversation:plans	hello sable	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_opening	handled	conversation:plans	hey	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_opening	handled	conversation:supplier	how's it going	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_opening	handled	conversation:plans	how are you	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_opening	rejected	language-verb:what's (handler detail not recorded)	what's new	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:what's (handler detail not recorded)	what's up	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	conversation:plans	how's your night	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_opening	rejected	language-verb:tell (handler detail not recorded)	tell me about yourself	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:who (handler detail not recorded)	who are you	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:what (handler detail not recorded)	what do you do	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:show (handler detail not recorded)	how long have you worked here	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:do (handler detail not recorded)	do you like it here	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:do (handler detail not recorded)	do you like working here	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	conversation:party	what's the octopus for	‘The octopus is decoration,’ Sable says. ‘At least until someone gives it a name and starts taking its opinion
bar_opening	handled	conversation:party	tell me about the prom	‘Next themed evening: Deep Sea Prom. I have borrowed a smoke machine and underestimated the dignity of a rubbe
bar_opening	handled	conversation:supplier	tell me about the supplier	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_opening	rejected	language-verb:what's (handler detail not recorded)	what's wrong	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:you (handler detail not recorded)	you seem tired	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:you (handler detail not recorded)	you ok?	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:are (handler detail not recorded)	are you alright	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:nice (handler detail not recorded)	nice place	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:inventory (handler detail not recorded)	I like it here	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	conversation:plans	busy night?	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_opening	handled	conversation:supplier	what's the story with the lids	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_opening	handled	conversation:supplier	who is the supplier	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_opening	rejected	language-verb:what's (handler detail not recorded)	what's the special	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	conversation:party	tell me about the deep sea prom	‘Next themed evening: Deep Sea Prom. I have borrowed a smoke machine and underestimated the dignity of a rubbe
bar_opening	handled	conversation:party	when's the prom	Sable: ‘Deep Sea Prom still needs snacks and someone to keep the smoke machine under control. The octopus can 
bar_opening	clarified	conversation:opinion-clarify	can I come to the prom	What do you mean about party?
bar_opening	rejected	language-verb:what's (handler detail not recorded)	what's this place called	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:show (handler detail not recorded)	how long has the bar been here	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:do (handler detail not recorded)	do you own the bar	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:who (handler detail not recorded)	who owns this place	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:what's (handler detail not recorded)	what's next door	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:what's (handler detail not recorded)	what's in the shop	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:who (handler detail not recorded)	who runs the shop	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:who (handler detail not recorded)	who is vesper	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	clarified	conversation:unsupported	tell me about vesper	Trial limitation: there is no response for that request yet. You can ask about something Vesper has mentioned.
bar_opening	rejected	language-verb:do (handler detail not recorded)	do you know vesper	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:what's (handler detail not recorded)	what's beyond the curtain	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:what's (handler detail not recorded)	what's in the booth	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:can (handler detail not recorded)	can we talk somewhere quiet	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	language-verb:can (handler detail not recorded)	can we talk privately	Sable agrees to a few quiet minutes and joins you in the booth. | The quiet booth has a low table and a lamp t
bar_opening	rejected	language-verb:smell (handler detail not recorded)	smells good	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:that's (handler detail not recorded)	that's funny	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:lol (handler detail not recorded)	lol	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:ha (handler detail not recorded)	ha	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:nice (handler detail not recorded)	nice	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:good (handler detail not recorded)	good one	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:sorry (handler detail not recorded)	sorry	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:i'm (handler detail not recorded)	I'm tired	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	conversation:thanks	thanks	Sable smiles. ‘You're welcome.’
bar_opening	handled	conversation:thanks	thank you	Sable smiles. ‘You're welcome.’
bar_opening	handled	conversation:thanks	thanks sable	Sable smiles. ‘You're welcome.’
bar_opening	handled	conversation:thanks	cheers	Sable smiles. ‘You're welcome.’
bar_opening	handled	conversation:goodbye	bye	‘Get home all right,’ Sable says. ‘It was good to see you.’
bar_opening	handled	conversation:goodbye	goodbye	‘Get home all right,’ Sable says. ‘It was good to see you.’
bar_opening	handled	conversation:goodbye	see you	‘Get home all right,’ Sable says. ‘It was good to see you.’
bar_opening	handled	conversation:goodbye	goodnight	‘Get home all right,’ Sable says. ‘It was good to see you.’
bar_opening	handled	conversation:goodbye	good night sable	‘Get home all right,’ Sable says. ‘It was good to see you.’
bar_opening	clarified	action:unknown-object	take care	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	rejected	language-verb:you're (handler detail not recorded)	you're funny	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:inventory (handler detail not recorded)	I like you	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:you're (handler detail not recorded)	you're good at this	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:that (handler detail not recorded)	that was good	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:great (handler detail not recorded)	great coffee	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:this (handler detail not recorded)	this is nice	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:i'm (handler detail not recorded)	I'm glad I came	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:inventory (handler detail not recorded)	I missed you	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:show (handler detail not recorded)	how was your day	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	language-verb:go (handler detail not recorded)	go to shop	You go to Secondhand shop. | Vesper is sorting a photographer's clearance lot. The photograph and provenance l
bar_opening	clarified	action:unknown-object	shop	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	rejected	language-verb:text (handler detail not recorded)	next door	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:go (handler detail not recorded)	go next door	You can go to the bar, shop, booth or home.
bar_opening	handled	language-verb:leave (handler detail not recorded)	leave	You go to The Velvet Corner.
bar_opening	handled	language-verb:go (handler detail not recorded)	go outside	You go to The Velvet Corner.
bar_opening	handled	language-verb:go (handler detail not recorded)	go home	You go to Your apartment. | Your apartment. The kettle has no theories. You can return to the bar or shop, or 
bar_opening	handled	language-verb:go (handler detail not recorded)	home	You go to Your apartment. | Your apartment. The kettle has no theories. You can return to the bar or shop, or 
bar_opening	handled	language-verb:go (handler detail not recorded)	go to booth	You go to The quiet booth. | The quiet booth has a low table and a shaded lamp. It is empty. Ask Sable at the 
bar_opening	rejected	language-verb:booth (handler detail not recorded)	booth	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:curtain (handler detail not recorded)	curtain	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	language-verb:enter (handler detail not recorded)	enter booth	You go to The quiet booth. | The quiet booth has a low table and a shaded lamp. It is empty. Ask Sable at the 
bar_opening	rejected	language-verb:sit (handler detail not recorded)	sit in booth	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	language-verb:go (handler detail not recorded)	go to the quiet booth	You go to The quiet booth. | The quiet booth has a low table and a shaded lamp. It is empty. Ask Sable at the 
bar_opening	handled	language-verb:go (handler detail not recorded)	walk to the shop	You go to Secondhand shop. | Vesper is sorting a photographer's clearance lot. The photograph and provenance l
bar_opening	rejected	language-verb:visit (handler detail not recorded)	visit vesper	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:go (handler detail not recorded)	go see vesper	You can go to the bar, shop, booth or home.
bar_opening	handled	language-verb:go (handler detail not recorded)	head home	You go to Your apartment. | Your apartment. The kettle has no theories. You can return to the bar or shop, or 
bar_opening	rejected	language-verb:go (handler detail not recorded)	go back	You can go to the bar, shop, booth or home.
bar_opening	rejected	language-verb:leave (handler detail not recorded)	exit	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	clarified	action:unknown-object	out	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	rejected	language-verb:go (handler detail not recorded)	n	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:go (handler detail not recorded)	north	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	help:controls	help	Type a short action or a reply in your own words. LOOK describes your surroundings; INVENTORY shows belongings
bar_opening	handled	help:spoilers	hint	Optional puzzle guidance — contains spoilers: | Try TALK TO SABLE, ASK SABLE ABOUT THEIR MEMORIES, ORDER TEA, 
bar_opening	handled	language-verb:journal (handler detail not recorded)	journal	Your notes — observations, accounts and uncertainties:
bar_opening	handled	think:private	think	Private: Three weeks here. The bar has started to have familiar sounds: glass on wood, the fridge catching, Sa
bar_opening	rejected	language-verb:save (handler detail not recorded)	save	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:quit (handler detail not recorded)	quit	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	language-verb:look (handler detail not recorded)	look	The Velvet Corner: warm light on a worn wooden counter, shelves of mismatched glasses and a soft bass line fro
bar_opening	clarified	action:unknown-object	l	I couldn't identify a supported object for that action. Name the menu or a visible evidence item; no object ha
bar_opening	rejected	language-verb:lok (handler detail not recorded)	lok	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	clarified	conversation:missing-topic	tlak to sable	Which subject do you mean? Name what you want to ask Sable about. Your previous question or offer is still ope
bar_opening	rejected	language-verb:coffe (handler detail not recorded)	coffe please	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:watre (handler detail not recorded)	watre	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	rejected	language-verb:help (handler detail not recorded)	helo	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
bar_opening	handled	conversation:plans	hi sabel	Sable: ‘Twelve lids, no jars. I've asked the supplier to send the missing jars rather than another apology. Th
bar_after_coffee	clarified	interaction:clarify	no	Did you want another drink, or were you answering something from earlier?
bar_after_coffee	clarified	interaction:clarify	yes	Did you want another drink, or were you answering something from earlier?
bar_after_coffee	handled	conversation:opinion	no it doesn't sound threatening	Sable lets their shoulders drop. ‘Good. If it doesn't sound threatening, I can send it as it is. I only want t
bar_after_coffee	rejected	language-verb:a (handler detail not recorded)	a little	I couldn't place that action. Nothing changed. HELP gives examples; name the person or object when returning t
